close,﻿"닫기"
"
                        Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.
                    ","
                        세미콜론 (;) 값을 구분했다.<br/> 하늘의 첫 번째 옵션에 세미콜론을 앞에 넣어주세요. <br/> 오픈 텍스트 위해 비워주십시오.
                    "
"Show Middle Name (initial)",﻿"Show Middle Name (initial)"
"Enable Autocomplete on login/forgot password forms",﻿"로그인/패스 워드 분실 양식에 자동 입력 보정 사용"
"Customer Grid",﻿"고객 표"
"Rebuild Customer grid index",﻿"고객 그리드 인덱스 다시 작성"
"Are you sure to delete selected customers?",﻿"정말로 선택 된 고객을 삭제 하 시겠습니까?"
"Are you sure to unsubscribe selected customers from newsletter?",﻿"정말로 선택 된 고객의 뉴스레터 구독을 취소 하 시겠습니까?"
"Are you sure to assign selected customers to new group?",﻿"정말로 선택 된 고객을 새 그룹에 할당 하 시겠습니까?"
"Last Logged In",﻿"마지막 로그인 날짜"
"Confirmed email",﻿"E 메일 확인"
"Account Created in",﻿"계정 생성 일"
"Tax VAT Number",﻿"세금 VAT 번호"
"Billing Firstname",﻿"지불 인의 이름"
"Billing Lastname",﻿"지불 인 성"
"If your Magento site has multiple views, you can set the scope to apply to a specific view.","만약 당신의 Magento 사이트가 여러 뷰를 가지고있는 것이라면 특정 뷰를 적용 할 수 있도록 범위를 설정할 수 있습니다."
"Send Welcome Email From",﻿"환영 이메일을 보내는"
"Account Dashboard",﻿"계정 대시보드"
"You are signed out.",﻿"로그 아웃 했습니다."
"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds 70 kg.",﻿"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds 70 kg."
Emails,﻿"E 메일"
"Allowed file types: jpg, jpeg, gif, png. To optimize logo for high-resolution displays, upload an image that is 3x normal size and then specify 1x dimensions in width/height fields below.","허용 된 파일 타입 : jpg, jpeg, gif, png 고화질 디스플레이를 위해 로고를 최적화하려면 u3x 정상 크기의 사진을 업로드하고 1x 차원 하단 너비 / 높이 필드 지정하십시오."
"Logo Width",﻿"로고 너비"
"Only necessary if image has been uploaded above. Enter number of pixels, without appending ""px"".","만약 이미지가 상단에 업로드되어 필요한 경우. ""px""없이 픽셀 수를 입력하십시오."
"Logo Height",﻿"로고도"
"Header Template",﻿"머리글 템플릿"
"Footer Template",﻿"바닥글 템플릿"
"Start Date&Time",﻿"시작 날짜"
"Imported File",﻿"가져온 파일"
"Error File",﻿"오류 파일"
"Execution Time",﻿"실행 시간"
"New Relic Reporting",﻿"New Relic 보고서"
"Enable New Relic Integration",﻿"New Relic 연계 활성화"
"New Relic API URL",﻿"New Relic API URL"
"Insights API URL",﻿"고정 사이트 API URL"
"Use %s to replace the account ID in the URL",﻿"%s를 사용 하 여 URL의 계정 ID를 교체 하십시오."
"New Relic Account ID",﻿"New Relic 계정 ID"
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one",﻿"""New Relic 계정이 필요 합니까? a href=""http://www.newrelic.com/magento"" target=""_blank"">여기</a>를 클릭 하십시오"
"New Relic Application ID",﻿"New Relic 응용 프로그램 ID"
"This can commonly be found at the end of the URL when viewing the APM after ""/applications/""",﻿" ""/applications/""후에 APM을 볼 경우에만 URL의 끝에 일반적으로 볼 수 있습니다. "
"New Relic API Key",﻿"New Relic API 키"
"This is located by navigating to Events -> Deployments from the New Relic APM website",﻿"New Relic APM 웹사이트에서 Events-> Deployments에 있습니다."
"Insights API Key",﻿"고정 사이트 API 키"
"Generated under Insights in Manage data -> API Keys -> Insert Keys",﻿"Insight in Manage data-> API Keys-> Insert Keys의 밑에 창조 되 고 있습니다"
"New Relic Application Name",﻿"New Relic 응용 프로그램 이름"
"This is located by navigating to Settings from the New Relic APM website",﻿"설정의 New Relic APM 웹사이트에 있습니다"
Cron,﻿"Cron"
"Enable Cron",﻿"Cron 설정"
"Newsletter Subscriptions",﻿"뉴스 레터 구독"
"
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ","
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    "
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                ","PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                "
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                "
"
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    ","
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    "
"
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        ","
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        "
"
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        ","
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        "
"
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        ","
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        "
